ID,Rating
1,4.0
2,3.5
3,3.0
4,3.5
5,4.0
6,4.5
7,4.0
8,3.5
9,4.5
10,4.0
11,2.5
12,3.0
13,4.0
14,4.5
15,3.5
16,4.0
17,4.5
18,4.0
19,4.5
20,4.0
21,4.5
22,4.0
23,4.5
24,4.0
25,4.0
26,4.5
27,4.0
28,2.5
29,4.0
30,4.0
31,2.5
32,4.0
33,4.5
34,3.0
35,4.0
36,4.0
37,4.5
38,4.0
39,4.0
40,4.5
41,4.0
42,4.0
43,3.5
44,4.5
45,4.0
46,4.0
47,4.0
48,4.5
49,3.5
50,4.0
51,4.5
52,4.5
53,4.5
54,4.0
55,4.5
56,4.5
57,3.5
58,4.0
59,3.0
60,4.0
61,4.5
62,3.0
63,3.5
64,4.0
65,3.5
66,4.0
67,4.5
68,3.5
69,3.5
70,4.5
71,4.0
72,4.0
73,4.0
74,3.5
75,4.0
76,4.0
77,2.5
78,3.0
79,4.5
80,3.5
81,4.0
82,4.5
83,4.0
84,4.0
85,4.5
86,4.0
87,3.0
88,4.0
89,4.5
90,4.5
91,4.0
92,4.0
93,2.5
94,4.0
95,4.0
96,3.0
97,4.0
98,4.5
99,3.5
100,4.5
101,2.5
102,3.0
103,4.5
104,3.0
105,4.0
106,3.0
107,4.5
108,4.5
109,4.5
110,4.0
111,4.5
112,4.0
113,4.5
114,4.5
115,4.0
116,5.0
117,4.5
118,3.0
119,4.0
120,3.5
121,4.0
122,4.0
123,3.5
124,4.0
125,4.0
126,4.0
127,4.5
128,4.0
129,4.0
130,4.0
131,4.0
132,4.0
133,4.0
134,4.5
135,3.5
136,3.5
137,2.0
138,4.0
139,3.5
140,4.5
141,4.5
142,4.0
143,4.0
144,2.0
145,5.0
146,4.0
147,4.5
148,4.0
149,4.5
150,3.5
151,3.5
152,4.0
153,4.0
154,4.0
155,4.0
156,4.0
157,3.5
158,4.0
159,2.5
160,4.5
161,4.0
162,4.0
163,4.0
164,4.0
165,4.0
166,3.5
167,4.5
168,4.0
169,4.0
170,4.0
171,4.0
172,4.5
173,4.0
174,4.0
175,4.0
176,4.5
177,3.0
178,3.0
179,4.0
180,4.0
181,3.5
182,4.0
183,4.0
184,5.0
185,4.5
186,4.5
187,4.0
188,4.0
189,4.0
190,4.5
191,3.0
192,4.5
193,4.0
194,4.5
195,4.5
196,4.5
197,4.5
198,4.0
199,4.0
200,4.5
201,4.5
202,1.5
203,3.0
204,4.0
205,4.5
206,4.5
207,2.5
208,2.5
209,4.0
210,4.0
211,4.0
212,4.0
213,4.0
214,4.5
215,4.0
216,4.5
217,4.5
218,3.5
219,4.5
220,4.5
221,4.5
222,3.5
223,4.5
224,3.5
225,4.5
226,4.0
227,4.5
228,4.0
229,3.5
230,4.5
231,4.0
232,4.0
233,3.5
234,4.5
235,4.5
236,4.5
237,4.0
238,4.0
239,4.5
240,3.0
241,3.0
242,3.5
243,4.0
244,4.0
245,3.5
246,4.5
247,4.5
248,4.0
249,4.5
250,3.0
251,4.0
252,4.0
253,4.5
254,4.0
255,4.0
256,3.5
257,5.0
258,4.5
259,3.5
260,2.5
261,4.0
262,4.5
263,4.0
264,3.0
265,3.0
266,1.0
267,4.0
268,3.0
269,4.5
